mechanism,base_rate,group_gap,seed,aggregation,statistic,statistic_max,statistic_mean,statistic_weighted,statistic_mi,eo_gap,tpr_gap,fpr_gap,dp_gap,eo_base,dp_base,eo_gap_delta,dp_gap_delta
mcar,0.15,0.1,4,max,0.09241572350006085,0.09241572350006085,0.052987951807228914,0.07377327452829205,0.07608476421557549,0.30549792531120334,0.30549792531120334,0.1817536693436721,0.26632815460401665,0.32191431205954024,0.27618037135278517,-0.016416386748336897,-0.009852216748768516
mcar,0.15,0.1,5,max,0.07469707270407194,0.07469707270407194,0.04301030720865824,0.05592607373968017,0.05786428855003778,0.24753060363022367,0.24753060363022367,0.17871202469900954,0.2489754098360656,0.29497678345293377,0.2848899913718723,-0.0474461798227101,-0.03591458153580673
mcar,0.15,0.1,6,max,0.09907715339785063,0.09907715339785063,0.07598188220377175,0.08468887243925435,0.07667172753533896,0.31874867892623127,0.31874867892623127,0.22821465002464209,0.30328065453188713,0.328951433263418,0.30446659382245556,-0.010202754337186759,-0.0011859392905684274
mcar,0.15,0.1,7,max,0.09802854428446671,0.09802854428446671,0.05819184742820571,0.07103049290897666,0.06576154528985569,0.24504002784545775,0.24504002784545775,0.1803229291034169,0.2629392212725546,0.28979994364609746,0.2700617283950617,-0.044759915800639705,-0.007122507122507116
mcar,0.15,0.1,8,max,0.06890938420879729,0.06890938420879729,0.04429722626735115,0.053626104956715714,0.04036690399756589,0.36312751164125784,0.36312751164125784,0.23926282051282055,0.3312791684519979,0.3832046947757862,0.34238323933805703,-0.020077183134528387,-0.011104070886059136
mcar,0.15,0.1,9,max,0.09082860885228901,0.09082860885228901,0.06136357492695178,0.06955919691910284,0.0555205259368093,0.30843231569647594,0.30843231569647594,0.21425971425971427,0.2983438785741451,0.325251137070122,0.30098636280567614,-0.016818821373646042,-0.002642484231531017
mcar,0.15,0.2,0,max,0.1881703975771243,0.1881703975771243,0.11541768924157488,0.15258684297122108,0.045541804990678066,0.3207581647230805,0.3207581647230805,0.2163672470327437,0.30340586565752126,0.3266636765341041,0.29512771996215703,-0.0059055118110236116,0.008278145695364225
mcar,0.15,0.2,1,max,0.18968369823724346,0.18968369823724346,0.14530507175205315,0.17270409649377613,0.14797468324513316,0.3662299340891961,0.3662299340891961,0.24351266547569966,0.3263863908003296,0.40913610340458967,0.3470200036801334,-0.042906169315393594,-0.02063361287980381
mcar,0.15,0.2,2,max,0.1680762560000098,0.1680762560000098,0.11231381089127201,0.12935711711517087,0.10753247917497247,0.2763198543160496,0.2763198543160496,0.18667488218715414,0.2652542372881356,0.30255434694242556,0.2799258474576271,-0.02623449262637595,-0.014671610169491534
mcar,0.15,0.2,3,max,0.18915742197220758,0.18915742197220758,0.12025378564919778,0.14709551888179279,0.09433353130093317,0.2825050505050505,0.2825050505050505,0.18949662011460727,0.26984316535307695,0.2965656565656566,0.26353395430300136,-0.014060606060606107,0.006309211050075592
mcar,0.15,0.2,4,max,0.18563344286235853,0.18563344286235853,0.10585761226725084,0.14759529562315066,0.14049011391903696,0.2452496212869657,0.2452496212869657,0.16570317548232252,0.2287836301629405,0.32191431205954024,0.27618037135278517,-0.07666469077257454,-0.04739674118984466
mcar,0.15,0.2,5,max,0.1494449438099714,0.1494449438099714,0.08623780039878266,0.11215757042233034,0.11865162357161516,0.20970873786407762,0.20970873786407762,0.09797541576283444,0.19178710094909407,0.29497678345293377,0.2848899913718723,-0.08526804558885615,-0.09310289042277825
mcar,0.15,0.2,6,max,0.1988185241481504,0.1988185241481504,0.1525701759076084,0.16993216460541674,0.16722840264766947,0.3086759995447377,0.3086759995447377,0.2316989306467696,0.29954960957279536,0.328951433263418,0.30446659382245556,-0.020275433718680347,-0.0049169842496601945
mcar,0.15,0.2,7,max,0.19550824266478808,0.19550824266478808,0.11695458054574562,0.14259802193048554,0.1408016725329853,0.23405930419505078,0.23405930419505078,0.14822900676559214,0.23634852801519468,0.28979994364609746,0.2700617283950617,-0.05574063945104668,-0.033713200379867025
